0	3.45727986e-01	3.46130371e-01	6.59316279e-01	6.56433105e-01
1	3.45614488e-01	3.46130371e-01	6.60092961e-01	6.57531738e-01
2	3.45459614e-01	3.46130371e-01	6.60902889e-01	6.58752441e-01
3	3.45263627e-01	3.46130371e-01	6.61745101e-01	6.59820557e-01
4	3.45026836e-01	3.46130371e-01	6.62618607e-01	6.61163330e-01
5	3.44749591e-01	3.46130371e-01	6.63522388e-01	6.62231445e-01
6	3.44432285e-01	3.46130371e-01	6.64455406e-01	6.63330078e-01
7	3.44075348e-01	3.46588135e-01	6.65416602e-01	6.64611816e-01
8	3.43679247e-01	3.45764160e-01	6.66404901e-01	6.65618896e-01
9	3.43244481e-01	3.44909668e-01	6.67419218e-01	6.66809082e-01
10	3.42771580e-01	3.43933105e-01	6.68458458e-01	6.68090820e-01
11	3.42261101e-01	3.43078613e-01	6.69521523e-01	6.69281006e-01
12	3.41713628e-01	3.42254639e-01	6.70607309e-01	6.70501709e-01
13	3.41129767e-01	3.41278076e-01	6.71714719e-01	6.71600342e-01
14	3.40510144e-01	3.40301514e-01	6.72842656e-01	6.72851562e-01
15	3.39855403e-01	3.39477539e-01	6.73990031e-01	6.74011230e-01
16	3.39166205e-01	3.38623047e-01	6.75155768e-01	6.75201416e-01
17	3.38443223e-01	3.37707520e-01	6.76338800e-01	6.76391602e-01
18	3.37687141e-01	3.36669922e-01	6.77538078e-01	6.77642822e-01
19	3.36898653e-01	3.35784912e-01	6.78752569e-01	6.78833008e-01
20	3.36078462e-01	3.34777832e-01	6.79981259e-01	6.80206299e-01
21	3.35227274e-01	3.33679199e-01	6.81223156e-01	6.81396484e-01
22	3.34345801e-01	3.32794189e-01	6.82477292e-01	6.82525635e-01
23	3.33434755e-01	3.31665039e-01	6.83742723e-01	6.83898926e-01
24	3.32494851e-01	3.30688477e-01	6.85018530e-01	6.84997559e-01
25	3.31526802e-01	3.29620361e-01	6.86303824e-01	6.86340332e-01
26	3.30531323e-01	3.28582764e-01	6.87597742e-01	6.87561035e-01
27	3.29509120e-01	3.27545166e-01	6.88899451e-01	6.88781738e-01
28	3.28460902e-01	3.26354980e-01	6.90208148e-01	6.90032959e-01
29	3.27387367e-01	3.25347900e-01	6.91523061e-01	6.91223145e-01
30	3.26289212e-01	3.24279785e-01	6.92843448e-01	6.92626953e-01
31	3.25167126e-01	3.23181152e-01	6.94168600e-01	6.93786621e-01
32	3.24021791e-01	3.22082520e-01	6.95497839e-01	6.95068359e-01
33	3.22853881e-01	3.21014404e-01	6.96830518e-01	6.96289062e-01
34	3.21664063e-01	3.19793701e-01	6.98166022e-01	6.97509766e-01
35	3.20452995e-01	3.18695068e-01	6.99503767e-01	6.98822021e-01
36	3.19221326e-01	3.17474365e-01	7.00843201e-01	7.00012207e-01
37	3.17969695e-01	3.16375732e-01	7.02183803e-01	7.01385498e-01
38	3.16698732e-01	3.15155029e-01	7.03525082e-01	7.02575684e-01
39	3.15409060e-01	3.13873291e-01	7.04866577e-01	7.03735352e-01
40	3.14101288e-01	3.12652588e-01	7.06207857e-01	7.05047607e-01
41	3.12776017e-01	3.11553955e-01	7.07548520e-01	7.06390381e-01
42	3.11433838e-01	3.10333252e-01	7.08888192e-01	7.07672119e-01
43	3.10075332e-01	3.08990479e-01	7.10226525e-01	7.08831787e-01
44	3.08701070e-01	3.07830811e-01	7.11563202e-01	7.10235596e-01
45	3.07311612e-01	3.06579590e-01	7.12897927e-01	7.11425781e-01
46	3.05907509e-01	3.05206299e-01	7.14230434e-01	7.12738037e-01
47	3.04489301e-01	3.03985596e-01	7.15560478e-01	7.14080811e-01
48	3.03057520e-01	3.02642822e-01	7.16887839e-01	7.15393066e-01
49	3.01612686e-01	3.01300049e-01	7.18212321e-01	7.16644287e-01
50	3.00155312e-01	2.99926758e-01	7.19533748e-01	7.17864990e-01
51	2.98685899e-01	2.98614502e-01	7.20851966e-01	7.19116211e-01
52	2.97204940e-01	2.97119141e-01	7.22166841e-01	7.20458984e-01
53	2.95712919e-01	2.95837402e-01	7.23478258e-01	7.21679688e-01
54	2.94210311e-01	2.94433594e-01	7.24786123e-01	7.22900391e-01
55	2.92697583e-01	2.92999268e-01	7.26090355e-01	7.24212646e-01
56	2.91175193e-01	2.91625977e-01	7.27390895e-01	7.25555420e-01
57	2.89643590e-01	2.90222168e-01	7.28687695e-01	7.26715088e-01
58	2.88103216e-01	2.88757324e-01	7.29980726e-01	7.28027344e-01
59	2.86554507e-01	2.87261963e-01	7.31269971e-01	7.29339600e-01
60	2.84997888e-01	2.85766602e-01	7.32555428e-01	7.30651855e-01
61	2.83433779e-01	2.84362793e-01	7.33837106e-01	7.31933594e-01
62	2.81862594e-01	2.82867432e-01	7.35115028e-01	7.33215332e-01
63	2.80284738e-01	2.81463623e-01	7.36389225e-01	7.34466553e-01
64	2.78700612e-01	2.79998779e-01	7.37659742e-01	7.35809326e-01
65	2.77110611e-01	2.78411865e-01	7.38926632e-01	7.37152100e-01
66	2.75515122e-01	2.76977539e-01	7.40189955e-01	7.38372803e-01
67	2.73914529e-01	2.75268555e-01	7.41449784e-01	7.39624023e-01
68	2.72309209e-01	2.73834229e-01	7.42706194e-01	7.40875244e-01
